booking_id,client_name,city,month,service_type,fnb_order,group_size,duration_hours,revenue_eur,supply_cost_eur,satisfaction_score,profit_eur
305,Roderich Langern B.Sc.,Hamburg,12,Couples Session,Coca Cola,1,4,423,32,1,391
306,Helene Gertz MBA.,Darmstadt,4,Private Spa,Coca Cola,2,1,81,61,1,20
307,Rosel Segebahn,Darmstadt,5,Group Session,Pizza,8,1,753,74,5,679
308,Carmelo Sontag B.A.,Darmstadt,11,Birthday Party,Pizza,5,2,465,76,4,389
309,Hanife Henk-Weller,Frankfurt,10,Private Spa,Coca Cola,3,3,394,77,10,317
310,Ernst-Otto Scholl MBA.,Frankfurt,6,Couples Session,Coca Cola,7,3,186,72,8,114
311,Edeltrud Förster B.Sc.,Munich,8,Group Session,Coca Cola,9,3,290,88,4,202
312,Dimitri Wulff,Frankfurt,9,Private Spa,Champagne,5,4,622,124,6,498
313,Ludmilla Bender,Munich,9,Private Spa,None,2,2,323,25,10,298
314,Arif Bonbach-Staude,Frankfurt,6,Group Session,Champagne,5,4,509,22,9,487
315,Cosima Hofmann,Hamburg,7,Group Session,Coffee,6,3,583,141,10,442
316,Rose-Marie Mende-Holsten,Munich,12,Group Session,Champagne,10,4,141,53,4,88
317,Irina Zorbach,Frankfurt,9,Private Spa,Coca Cola,4,1,225,64,4,161
318,Anika Trubin,Hamburg,6,Group Session,Champagne,4,4,366,22,5,344
319,Frank Henk-Juncken,Frankfurt,6,Group Session,Pizza,3,4,175,77,8,98
320,Vito Sauer,Berlin,12,Private Spa,Coca Cola,8,3,124,84,3,40
321,Harold Misicher B.Sc.,Berlin,8,Private Spa,None,3,1,317,98,2,219
322,Polina Wohlgemut,Hamburg,5,Couples Session,Champagne,8,3,612,90,3,522
323,Prof. Rolf-Dieter Schacht,Darmstadt,5,Birthday Party,Coca Cola,10,1,502,128,3,374
324,Univ.Prof. Carola Schinke,Darmstadt,5,Private Spa,Pizza,6,1,797,116,9,681
325,Mina Hahn,Berlin,4,Birthday Party,Pizza,7,1,461,109,2,352
326,Ann-Kathrin Kruschwitz,Berlin,2,Couples Session,Champagne,9,3,549,137,7,412
327,Marica Hesse,Darmstadt,12,Couples Session,Coca Cola,8,1,166,84,1,82
328,Brunhild Krause,Munich,4,Group Session,None,9,2,674,75,7,599
329,Elli Bärer B.Sc.,Darmstadt,6,Couples Session,Coffee,4,2,177,139,5,38
330,Sylvio Neuschäfer,Frankfurt,2,Group Session,Pizza,4,2,597,97,9,500
331,Prof. Cäcilie Sauer B.Sc.,Munich,12,Group Session,Coffee,10,2,216,121,5,95
332,Gundula Dörr,Frankfurt,9,Private Spa,None,2,3,732,46,3,686
333,Songül Binner,Berlin,12,Private Spa,Champagne,9,4,483,21,3,462
334,Janusz Wirth B.Sc.,Munich,3,Birthday Party,Pizza,8,4,156,150,10,6
335,Dipl.-Ing. Sebastian Baum B.A.,Frankfurt,4,Group Session,Coffee,9,2,686,115,5,571
336,Kay-Uwe Eckbauer,Frankfurt,4,Group Session,Pizza,6,4,661,92,1,569
337,Ing. Gerdi Täsche,Munich,12,Birthday Party,Coffee,2,2,143,96,6,47
338,Luka Niemeier B.Sc.,Hamburg,8,Group Session,Coca Cola,10,2,525,47,8,478
339,Marina Radisch B.Sc.,Darmstadt,5,Couples Session,Coca Cola,2,4,758,143,3,615
340,Ruth Döring,Frankfurt,12,Group Session,Champagne,1,4,213,36,1,177
341,Theodoros Hartung,Darmstadt,10,Group Session,None,9,1,322,106,3,216
342,Valeria Schleich B.Eng.,Darmstadt,9,Group Session,Pizza,9,2,378,90,6,288
343,Antonios Dobes,Berlin,10,Private Spa,None,4,4,347,103,10,244
344,Ludmila Paffrath,Darmstadt,5,Couples Session,Coffee,10,4,402,90,1,312
345,Gernot Neuschäfer B.Sc.,Frankfurt,2,Group Session,Champagne,9,4,482,86,10,396
346,Henrik Biggen,Berlin,4,Couples Session,Coca Cola,3,1,797,96,5,701
347,Cäcilie Naser,Munich,5,Couples Session,Coca Cola,3,2,414,68,8,346
348,Tania Keudel-Stumpf,Frankfurt,4,Couples Session,Champagne,6,2,405,58,10,347
349,Frau Johanne Winkler B.Eng.,Berlin,6,Birthday Party,Pizza,9,3,543,81,9,462
350,Carola Liebelt,Berlin,3,Group Session,None,8,1,358,34,6,324
351,Violetta Bohnbach B.Sc.,Darmstadt,5,Private Spa,Coffee,2,1,319,123,2,196
352,Florentine Henschel B.A.,Munich,1,Private Spa,None,4,2,156,101,6,55
353,Lorenzo Franke,Frankfurt,12,Private Spa,Coca Cola,10,3,287,55,9,232
354,Hans-Joachim Oderwald,Frankfurt,9,Private Spa,Champagne,8,3,219,26,4,193
355,Birgit Eberhardt,Darmstadt,3,Group Session,Coca Cola,2,2,678,147,3,531
356,Valerie Klingelhöfer,Munich,5,Private Spa,Coca Cola,9,4,191,95,9,96
357,Rosalia Mangold-Dehmel,Frankfurt,1,Couples Session,Coffee,8,1,239,86,2,153
358,Hannah Heser,Munich,1,Birthday Party,Pizza,1,3,188,127,9,61
359,Giuseppina Bohnbach-Scholl,Frankfurt,9,Private Spa,Pizza,8,4,248,123,3,125
360,Prof. Samira Kambs MBA.,Darmstadt,5,Couples Session,Coffee,3,3,540,119,7,421
361,Marietta Thanel-Faust,Hamburg,12,Private Spa,Champagne,9,4,557,29,9,528
362,Dipl.-Ing. Lena Nohlmans B.A.,Frankfurt,3,Group Session,None,7,4,401,68,9,333
363,Detlef Kitzmann,Berlin,11,Couples Session,Champagne,8,1,496,107,7,389
364,Herr Georg Kühnert,Berlin,8,Group Session,None,10,3,203,76,2,127
365,Dr. Elisabeth Reichmann MBA.,Hamburg,2,Private Spa,Pizza,1,3,628,141,6,487
366,Bertram Gude B.A.,Frankfurt,1,Couples Session,Coca Cola,9,4,446,111,4,335
367,Anne-Kathrin Meyer,Berlin,10,Couples Session,Coca Cola,8,2,292,149,4,143
368,Hüseyin Lorch-Austermühle,Berlin,5,Couples Session,Champagne,5,3,542,96,6,446
369,Ing. Delia Weller B.Sc.,Frankfurt,8,Private Spa,Coffee,1,1,395,63,6,332
370,Arnd Rudolph,Munich,8,Birthday Party,None,7,2,554,66,6,488
371,Emmy Hering-Seip,Frankfurt,8,Birthday Party,Coca Cola,5,3,351,95,5,256
372,Univ.Prof. Hans Peukert,Munich,6,Group Session,Champagne,1,1,202,44,4,158
373,Prof. Annett Beyer,Hamburg,3,Birthday Party,Coffee,4,2,172,140,10,32
374,Krystyna Söding,Darmstadt,1,Private Spa,Pizza,10,3,241,52,9,189
375,Amalie Pergande,Hamburg,5,Couples Session,Coffee,2,1,782,86,8,696
376,Betty Seifert,Darmstadt,8,Couples Session,Pizza,1,2,391,66,9,325
377,Grzegorz Sontag B.Sc.,Berlin,2,Private Spa,Champagne,7,3,793,105,1,688
378,Dipl.-Ing. Mona Scheel B.Eng.,Berlin,2,Couples Session,Coffee,6,2,697,42,2,655
379,Babette Wilmsen,Berlin,7,Birthday Party,Champagne,2,4,121,76,6,45
380,Dr. Elvira Rust,Munich,8,Group Session,Pizza,9,4,300,110,8,190
381,Heidelinde Vollbrecht,Darmstadt,2,Private Spa,Coca Cola,1,2,415,77,4,338
382,Susan Becker,Berlin,10,Couples Session,Coca Cola,2,4,231,98,10,133
383,Karin Geisel,Frankfurt,11,Private Spa,Pizza,8,4,173,127,10,46
384,Yasemin Drub,Darmstadt,11,Birthday Party,None,1,2,334,104,4,230
385,Gordon Kambs,Darmstadt,1,Couples Session,None,5,4,444,115,1,329
386,Prof. Michael Hartmann,Munich,3,Couples Session,Coca Cola,7,2,485,86,6,399
387,Claus-Peter Lindner,Hamburg,3,Couples Session,Coca Cola,3,2,605,95,7,510
388,Ingried Rosenow,Munich,10,Couples Session,Coffee,3,4,130,138,2,-8
389,Reinhold Ackermann-Segebahn,Berlin,5,Private Spa,Coffee,7,3,773,50,7,723
390,Traugott Säuberlich,Frankfurt,2,Birthday Party,Coca Cola,6,2,386,140,5,246
391,Dr. Ismet Haering B.A.,Frankfurt,4,Birthday Party,None,7,2,346,33,9,313
392,Dr. Sina Schulz,Berlin,2,Group Session,Coffee,8,3,258,38,5,220
393,Hildburg Hettner,Frankfurt,9,Private Spa,Pizza,7,4,111,140,1,-29
394,Fedor Klotz B.A.,Munich,7,Birthday Party,Coffee,7,1,494,69,9,425
395,Karlheinz Weinhold,Munich,10,Private Spa,Coffee,2,3,543,148,6,395
396,Dipl.-Ing. Nadja Dehmel B.Sc.,Berlin,10,Private Spa,Coffee,9,1,649,50,9,599
397,Amelie Heintze,Frankfurt,10,Birthday Party,Champagne,3,4,643,117,9,526
398,Dr. Aleksej Hellwig,Darmstadt,4,Group Session,Pizza,6,2,335,96,8,239
399,Sybille Käster MBA.,Hamburg,9,Group Session,Coca Cola,2,2,176,125,8,51
400,Sepp Trubin,Darmstadt,7,Group Session,None,3,4,553,33,1,520
401,Vitus Gotthard,Munich,8,Couples Session,None,9,4,184,58,5,126
402,Katarzyna Putz,Munich,8,Birthday Party,Coca Cola,7,4,223,55,4,168
403,Ing. Isolde Gierschner,Munich,5,Couples Session,Champagne,9,4,204,71,6,133
404,Edgar Hermighausen,Munich,10,Couples Session,None,3,4,92,107,9,-15
405,Dipl.-Ing. Caroline Kreusel B.Eng.,Hamburg,7,Couples Session,Coffee,4,4,143,124,2,19
406,Peter-Michael Hering,Berlin,5,Private Spa,None,1,4,307,137,2,170
407,Francis Römer,Munich,10,Private Spa,Pizza,1,2,213,56,3,157
408,Nadia Renner-Fiebig,Frankfurt,10,Birthday Party,Pizza,5,1,282,100,9,182
409,Inken Löffler,Hamburg,1,Birthday Party,Coca Cola,8,1,490,66,9,424
410,Luise Beyer B.Sc.,Munich,10,Private Spa,Champagne,9,2,461,40,1,421
411,Tatjana Haase,Frankfurt,12,Private Spa,Champagne,7,3,782,144,2,638
412,Frau Evelin Aumann,Munich,2,Couples Session,None,9,1,725,105,4,620
413,Mehdi Becker-Schmiedt,Berlin,4,Group Session,Champagne,7,3,740,65,4,675
414,Bruno Preiß B.Eng.,Hamburg,11,Group Session,Champagne,4,2,166,100,7,66
415,Salih Drewes B.Sc.,Berlin,4,Group Session,None,4,3,676,34,2,642
416,Prof. Ehrenfried Putz MBA.,Hamburg,5,Group Session,Pizza,8,2,680,21,4,659
417,Tadeusz Mentzel,Munich,11,Group Session,Coffee,6,4,345,135,9,210
418,Heinz-Willi Hermighausen,Munich,2,Couples Session,Coca Cola,3,4,156,90,7,66
419,Arne Keudel B.Eng.,Hamburg,3,Birthday Party,Pizza,5,1,102,73,2,29
420,Dipl.-Ing. Franz-Peter Jüttner B.A.,Frankfurt,4,Private Spa,Champagne,4,1,146,63,3,83
421,Dipl.-Ing. Wieslaw Ullrich B.A.,Frankfurt,3,Couples Session,Champagne,2,3,282,60,1,222
422,Ada Mohaupt,Munich,9,Group Session,None,1,3,741,145,8,596
423,Mijo Reising B.A.,Munich,2,Private Spa,Coca Cola,7,1,534,42,6,492
424,Dogan Eckbauer,Berlin,3,Couples Session,Coffee,10,4,211,53,1,158
425,Renata Gorlitz,Munich,1,Group Session,None,1,2,174,131,2,43
426,Cäcilia Herrmann,Hamburg,7,Couples Session,None,4,4,419,129,2,290
427,Gitta Nohlmans,Frankfurt,8,Private Spa,Coffee,4,1,205,123,1,82
428,Dr. Hans-Michael Wilms B.Eng.,Frankfurt,12,Birthday Party,Coffee,2,2,123,129,3,-6
429,Hans-H. Ring,Berlin,10,Group Session,Champagne,2,3,552,142,5,410
430,Nick Häring-Juncken,Frankfurt,8,Private Spa,None,10,1,131,118,9,13
431,Kornelia Hering MBA.,Frankfurt,5,Private Spa,Pizza,1,4,252,21,2,231
432,Rita Steinberg,Darmstadt,1,Birthday Party,Pizza,8,3,667,29,10,638
433,Heino Weihmann-Löchel,Hamburg,4,Couples Session,None,10,3,523,71,4,452
434,Nadeschda Winkler-Dippel,Darmstadt,5,Birthday Party,Coffee,1,1,484,115,5,369
435,Luzia Dietz,Frankfurt,12,Birthday Party,Coca Cola,4,4,588,23,7,565
436,Götz Fritsch,Berlin,5,Couples Session,Coffee,1,1,110,102,7,8
437,Prof. Ernst-Dieter Butte,Berlin,12,Couples Session,Coffee,7,2,471,68,8,403
438,Jennifer Hahn B.Sc.,Frankfurt,8,Couples Session,Coca Cola,8,2,779,24,7,755
439,Frau Anneli Scheuermann B.Sc.,Munich,2,Private Spa,Coffee,4,3,516,21,7,495
440,Katarzyna Seidel,Darmstadt,11,Private Spa,Coca Cola,9,4,256,83,6,173
441,Ian Huhn,Frankfurt,4,Group Session,None,4,2,442,77,1,365
442,Marion Fischer,Berlin,5,Group Session,Coca Cola,1,2,299,108,7,191
443,Gabriela Schinke MBA.,Berlin,11,Birthday Party,Pizza,3,2,271,99,2,172
444,Kriemhild Schäfer B.Eng.,Darmstadt,10,Birthday Party,Coca Cola,9,2,361,53,9,308
445,Ing. Therese Sauer,Hamburg,11,Group Session,Coffee,5,1,366,46,1,320
446,Gitta Gute-Lange,Frankfurt,4,Birthday Party,None,4,3,536,118,10,418
447,Marie-Louise Henk,Frankfurt,7,Couples Session,Coca Cola,10,3,232,148,2,84
448,Marcel Schuster,Hamburg,2,Private Spa,Coffee,6,2,115,98,10,17
449,Nora Hoffmann,Darmstadt,9,Group Session,Coca Cola,10,3,708,62,1,646
450,Ing. Marian Scheel,Darmstadt,4,Private Spa,None,10,3,714,36,2,678
451,Gero Barkholz,Berlin,11,Group Session,None,6,3,711,31,6,680
452,Armin Paffrath,Hamburg,3,Private Spa,Pizza,4,3,331,96,9,235
453,Dr. Karl-Peter Losekann,Darmstadt,5,Group Session,None,5,1,742,94,2,648
454,Univ.Prof. Adam Eckbauer B.Sc.,Munich,3,Private Spa,Coffee,3,2,382,136,5,246
455,Valeria Bachmann,Frankfurt,2,Couples Session,None,9,4,590,106,5,484
456,Stjepan Ring-Schaaf,Berlin,1,Group Session,None,4,1,501,131,10,370
457,Valerie Schomber MBA.,Hamburg,3,Group Session,Coffee,7,3,643,54,2,589
458,Magdalena Lindner,Berlin,5,Group Session,Coffee,5,2,570,107,5,463
459,Univ.Prof. Ralf Stiebitz,Darmstadt,10,Couples Session,None,5,2,142,145,8,-3
460,Ing. Jochen Naser,Darmstadt,12,Private Spa,None,1,2,169,111,7,58
461,Prof. Hanni Paffrath B.Sc.,Munich,10,Group Session,Coca Cola,9,2,366,68,7,298
462,Stephen Bohnbach,Frankfurt,5,Private Spa,None,10,3,472,62,1,410
463,Univ.Prof. Ernestine Gorlitz B.Eng.,Hamburg,8,Couples Session,Pizza,3,2,220,123,8,97
464,Klaudia Mühle,Berlin,2,Birthday Party,Pizza,7,4,509,24,3,485
465,Samuel Boucsein,Frankfurt,8,Group Session,Pizza,9,4,284,78,9,206
466,Ahmad Renner,Darmstadt,12,Couples Session,Pizza,8,2,738,77,4,661
467,Othmar Pieper,Frankfurt,5,Private Spa,None,1,3,618,53,3,565
468,Heinrich Werner-Briemer,Berlin,12,Group Session,Coca Cola,6,4,335,74,7,261
469,Berit Barth,Frankfurt,7,Private Spa,Coffee,7,4,725,25,9,700
470,Slawomir Jäntsch,Darmstadt,5,Birthday Party,None,9,4,636,149,5,487
471,Brunhild Löffler MBA.,Frankfurt,9,Group Session,Champagne,6,1,99,63,3,36
472,Kazim Ruppersberger,Hamburg,9,Group Session,None,7,1,471,51,5,420
473,Herr William Dippel MBA.,Frankfurt,8,Private Spa,Pizza,7,4,447,113,6,334
474,Wibke Hiller,Hamburg,8,Group Session,Champagne,3,3,571,29,1,542
475,Herr Enver Hiller,Frankfurt,2,Couples Session,None,5,3,637,116,9,521
476,Dipl.-Ing. Nicole Blümel MBA.,Darmstadt,10,Couples Session,Coca Cola,7,4,576,85,9,491
477,Klara Trubin-Kühnert,Munich,1,Birthday Party,Coca Cola,3,4,432,32,3,400
478,Dolores Holzapfel-Neureuther,Munich,7,Couples Session,Champagne,9,3,659,32,2,627
479,Margarita Ruppert,Hamburg,12,Birthday Party,Coffee,8,1,594,47,1,547
480,Alice Schäfer,Hamburg,6,Private Spa,Champagne,4,1,409,25,1,384
481,Dipl.-Ing. Antonio Hövel,Munich,10,Private Spa,Coca Cola,4,4,477,32,10,445
482,Ing. Melita Hethur,Darmstadt,5,Birthday Party,Champagne,5,3,356,49,10,307
483,Irina Henck,Darmstadt,1,Couples Session,Pizza,3,1,264,126,7,138
484,Evangelia Etzold,Frankfurt,2,Couples Session,Pizza,8,4,106,133,9,-27
485,Arndt Graf,Hamburg,4,Birthday Party,Coffee,1,2,406,117,9,289
486,Hilda Stoll,Darmstadt,11,Birthday Party,Champagne,9,4,691,51,2,640
487,Danilo Seifert,Berlin,10,Private Spa,Champagne,7,2,304,84,5,220
488,Angelika Bien,Frankfurt,10,Birthday Party,Champagne,7,4,110,141,4,-31
489,Dietmar Hölzenbecher,Frankfurt,1,Couples Session,Champagne,9,3,367,59,6,308
490,Sieglinde Wagner,Munich,11,Birthday Party,Coffee,9,3,139,72,4,67
491,Sina Kostolzin,Hamburg,5,Birthday Party,Coca Cola,3,3,563,22,7,541
492,Ivanka Losekann,Darmstadt,10,Birthday Party,None,7,3,622,97,9,525
493,Natalia Schönland,Darmstadt,1,Private Spa,Coffee,4,2,446,127,3,319
494,Dipl.-Ing. Jasmin Gröttner,Frankfurt,3,Birthday Party,Coca Cola,5,4,678,45,3,633
495,Ing. Rose Hänel B.Eng.,Hamburg,8,Group Session,Coca Cola,4,3,318,89,3,229
496,Marika Mangold-Ladeck,Hamburg,9,Group Session,Coca Cola,6,1,243,55,4,188
497,Sigrid Hertrampf,Hamburg,11,Group Session,Champagne,2,1,182,127,10,55
498,Mechthilde Döhn B.A.,Munich,8,Couples Session,Coffee,8,1,333,46,5,287
499,Ing. Lieschen Rörricht,Darmstadt,5,Couples Session,Coca Cola,6,4,752,150,4,602
500,Natalja Löwer,Hamburg,3,Birthday Party,None,2,1,326,50,2,276
